id;var2;LIST2008;LIST2009;LIST2010;var1;LIST2011;var0;LIST2012;IMG;tipomattess;BARCODE;codice;DESCRIZIONE;codcli;DESCRIZIONE IN INGLESE;COLOUR ;FABRICGLASS;dimCm.;VolM3;pzximb;imballoCm;for2012usd;fob2012eur; 30cbm ; 68cbm ;qxc;;Trasp.;DAZI USD;list2011calc;compreso2011;pesoKg;pesoimgKg;FORNITORE;fob2008USD;fob2009USD;fob2009EUR;fob2010USD;fob2010EUR;inctrasp
268;0,24;0;1660,4;1660,4;-0,24;1664,4;5,72;1574,4;;TECNORATTAN;;47568;DIVANO 2 POST I SYMI COLOR GOLD/BROWN;CF56-8011;Two seaters sofa with seat and back cushions;N1233;PILLOW REGULAR FABRIC 801 WITH ZIPPER WITH BROWN FINISHING;1550x900x720;1,069;1;;300;220,59;;64;66;;106,06;;1574,45;326,65;;32;YATAI;;308;;323;230,71;32,47
269;8,01;0;2016;2016;-7,42;2177,5;5,5;2063,9;;TECNORATTAN;;47571;DIVANO 3 POSTI SYM I COLOR GOLD/BRWON;CF56-8021;Three seaters sofa with seat and back cushions;N1233;PILLOW REGULAR FABRIC 801 WITH ZIPPER WITH BROWN FINISHING;2150x900x720;1,48;1;;384;282,35;;46;48;;145,83;;2063,86;428,19;;43;YATAI;;386,75;;413;295;34,06
270;7,02;0;488,7;492,1;-5,91;523;5,66;495;;TECNORATTAN;;47574;SOFA' SYMI COLOR GOLD/BROWN;CF56-8032;Footstool with cushion;N1233;PILLOW REGULAR FABRIC 801 WITH ZIPPER WITH BROWN FINISHING;710x600x420;0,2;1;;113;83,09;;340;357;;19,61;;495;102,7;;9,8;YATAI;;;85;120;85,71;19,09
271;1;0;291,4;291,4;-0,99;294,3;-1,93;300,1;;TECNORATTAN;;47578;TAVOLINO TONDO SYMI COLOR GOLD/BROWN d. CM. 54X55H;CF02X-8131;Round tea table with tempered clear glass;N1233;CLEAR TEMPERED GLASS;540x550;0,186;1;;58;43,93;;366;382;;18,32;1,74;300,05;62,25;;3,2;YATAI;;;45;56;41,24;29,44
272;2,08;0;609,4;609,4;-2,04;622,1;-1,29;630,2;;TECNORATTAN;;47581;TAVOLINO OVALE SYMI COLOR GOLD/BROWN CM. 120X75X48H;CF02X-8121;Ellipse tea table with tempered clear glass;N1233;CLEAR TEMPERED GLASS;120x75x48;0,496;1;;108;81,79;;137;143;;48,95;3,24;630,19;130,75;;6,5;YATAI;;110;;105;77,31;37,44
273;11,74;0;238,6;238,6;-10,5;266,6;222,37;82,7;;TECNORATTAN;;47585;TAVOLINO TONDO SYMI COLOR GOLD BROWN d. CM. 55X51,5H;CF55-8151;Round tea table;N1233;DARK TEMPERED GLASS WITH STAINLESS STEEL BASE;550x515;0,174;1;;;0;;391;408;;17,16;0;82,7;17,16;;;YATAI;;46,75;;50;35,71;100
274;7,18;0;2681;2681;-6,7;2873,6;13,38;2534,4;;TECNORATTAN;;47560;CARAVELLA SYMI COLOR GOLD/BROWN;CF57-8518;with cushion and with stainless steel base;N1233; PILLOW FABRIC 801 WITH ZIPPER WITH STAINLESS STEEL BASE;2320x900x1750;2,3;1;;408;300;;30;31;;225,81;;2534,39;525,81;;13,2;YATAI;;;365;500;357,14;42,94
275;7,18;0;2681;2681;-6,7;2873,6;13,38;2534,4;;TECNORATTAN;;47561;CARAVELLA SYMI COLOR TITANIUM/SILVER;CF57-8518;with cushion and with stainless steel base;N1157; PILLOW FABRIC 801 WITH ZIPPER WITH STAINLESS STEEL BASE;2320x900x1750;2,3;1;;408;300;;30;31;;225,81;;2534,39;525,81;;13,2;YATAI;;;365;500;357,14;42,94
276; ;;;1038,9;;1113,1;2,52;1085,7;;;;52310;POLTRONA LUXOR COLOR MADREPERLA ;CF51X-B9001;Single sofa;B1576BJ;PILLOW WITH ZIPPER. FABRIC COLOR: 801 STAINLESS STEEL FEET AND HARDWARE;980*780*705;0,54;1;1000*80*72,5;227;166,91;;126;120;;58,33;;1085,68;225,25;15;18;YATAI;;;;233;166,43;25,9
277; ;;;1477,7;;1588,8;4,27;1523,7;;;;52320;DIVANO 2 POSTI LUXOR COLOR MADREPERLA;CF51X-B9011;Two seater sofa;B1576BJ;PILLOW WITH ZIPPER. FABRIC COLOR: 801 STAINLESS STEEL FEET AND HARDWARE;1550x780x705;0,85;1;1570x800x725;303;222,79;;80;75;;93,33;;1523,73;316,13;;;YATAI;;;;319;227,86;29,52
278; ;;;2007,6;;2162,7;5,75;2045,2;;;;52330;DIVANO 3 POSTI LUXOR COLOR MADREPERLA;CF51X-B9021;Three seaters sofa;B1576BJ;PILLOW WITH ZIPPER. FABRIC COLOR: 801 STAINLESS STEEL FEET AND HARDWARE ;2110x780x705;1,25;1;2130*80*72,5;394;289,71;;54;52;;134,62;;2045,23;424,32;;;YATAI;;;;424;302,86;31,72
279; ;;;445,7;;492,3;-3,13;508,2;;;;52280;TAVOLINO QUADRO LUXOR COLOR MADREPERLA CM 87X87X32 H;CF50X-C9111;Tea table;B1576BJ;TEMPERED GLASS STAINLESS STEEL FEET AND HARDWARE;870*870*320;0,32;1;;93;70,43;;213;200;;35;2,79;508,19;105,43;;;YATAI;;;;88;64,85;33,2
280; ;;;246,2;;269,7;-7,06;290,2;;;;52290;TAVOLINO QUADRO ALTO LUXOR COLOR MADREPERLA CM 50X50X45 H ;CF50X-C9113;Side Tea table;B1576BJ;TEMPERED GLASS STAINLESS STEEL FEET AND HARDWARE;500*500*450;0,13;1;;61;46,2;;523;500;;14;1,83;290,16;60,2;;;YATAI;;;;55;40,59;23,26
281; ;;;790,4;;839,3;472,12;146,7;;;;;;CF50X-C9327;Dining Table;;TEMPERED GLASS STAINLESS STEEL FEET AND HARDWARE;1500*800*740;0,28;1;;;0;;243;230;;30,43;;146,7;30,43;;;YATAI;;;;194;138,57;100
282; ;;;1174;;1283,8;-3,03;1323,9;;;;52270;TAVOLO RETTANGOLARE LUXOR COLOR MADREPERLA CM 220X110X74 H;CF50X-C9329;Dining Table;B1576BJ;TEMPERED GLASS STAINLESS STEEL FEET AND HARDWARE;2200*1100*740;0,56;1;;283;214,33;;121;116;;60,34;8,49;1323,94;274,68;;;YATAI;;;;270;198,92;21,97
283; ;;;556,5;;607,8;-4,61;637,2;;;;52250;TAVOLO QUADRO LUXOR COLOR MADREPELA CM 90X90X74 H;CF50X-C9331;Square Dining Table;B1576BJ;TEMPERED GLASS STAINLESS STEEL FEET AND HARDWARE;900*900*740;0,25;1;;139;105,27;;272;260;;26,92;4,17;637,18;132,2;;;YATAI;;;;130;95,84;20,37
284; ;;;2129,2;;2318,6;0,53;2306,4;;;;52340;DIVANO PRIVE' 2 POSTI LUXOR COLOR MADREPERLA ;CF51X-B9012;Two seaters high back sofa;B1576BJ;PILLOW WITH ZIPPER. FABRIC COLOR: 801 STAINLESS STEEL FEET AND HARDWARE;1650*850*1200;1,74;1;167*85*122;382;289,31;;39;37;;189,19;11,46;2306,36;478,5;;;YATAI;;;;394;289,61;39,54
285; ;;;306,5;;327,8;2,79;318,9;;;;52200; SEDIA LUXOR COLOR MADREPERLA ;CF51X-B9311;Dining chair with cushion;B1576BJ;CUSHION WITH ZIPPER. FABRIC COLOR: 801 STAINLESS STEEL FEET AND HARDWARE;560*560*820;0,3;2;91*72*47;66;49,99;;453;433;;16,17;1,98;318,85;66,15;;;YATAI;;;;70;51,41;24,44
286; ;;;416,9;;449,2;4,32;430,6;;;;52220;SEDIA CON BRACCIOLI LUXOR COLOR MADREPERLA ;CF51X-B9301;Armrest Dining Chair with cushion;B1576BJ;CUSHION WITH ZIPPER. FABRIC COLOR: 801 STAINLESS STEEL FEET AND HARDWARE;560*560*820;0,51;2;134*66*58;81;61,35;;267;250;;28;2,43;430,65;89,35;;;YATAI;;;;88;64,59;31,34
287; ;;;382,2;;410,7;1,96;402,8;;;;52450;SGABELLO BAR LUXOR COLOR MADREPERLA;CF51X-B9411;Bar chair with cushion;B1576BJ;CUSHION WITH ZIPPER. FABRIC COLOR: 801 STAINLESS STEEL FEET AND HARDWARE;490*400*985;0,22;1;51*42*100,5;79;59,83;;309;295;;23,73;2,37;402,76;83,56;8;10;YATAI;;;;83;60,98;28,4
288; ;;;408,6;;440;-13,71;509,9;;;;52460;TAVOLO QUADRO BAR LUXOR COLOR MADREPERLA CM 60X60X106 H;CF51X-B9431;Bar Table;B1576BJ;STAINLESS STEEL FEET AND HARDWARE;600*600*1060;0,04;1;;134;101,49;;1700;1625;;4,31;4,02;509,92;105,79;12;15;YATAI;;;;114;84,3;4,07
289; ;;;4737,7;;5104;5,99;4815,4;;;;52500;PIRAMIDE LUXOR COLOR MADREPERLA ;CF69-B9631;Pyramid ;B1576BJ;PILLOW WITH ZIPPER AND CURTAINS: FABRIC COLOR: 801 CUSHION WITH ZIPPER: 60X60. FABRIC COLOR : 801 STAINLESS STEEL HARDWARE;2220*2220*2385;2,85;1;;899;680,86;;24;22;;318,18;26,97;4815,38;999,04;70;80;YATAI;;;;1000;733,55;31,85
290; ;;;715,8;;780,1;1,48;768,7;;;;52240;PANCHINA LUXOR COLOR MADREPERLA;CF51X-B9313;Long dining Chair with cushion;B1576BJ;CUSHION WITH ZIPPER. FABRIC COLOR: 801 STAINLESS STEEL FEET AND HARDWARE;1150*580*820;0,6;1;;125;94,67;;113;108;;64,81;3,75;768,71;159,48;;;YATAI;;;;131;96,25;40,64
291; ;;;881,8;;950;2,72;924,8;;;;47586;POLTRONA ANGOLARE DX SYMI COLOR GOLD/BROWN;CF56-8051;Right Corner sofa;N1233;PILLOW WITH ZIPPER. FABRIC COLOR: 801 WITH BROWN FINISHING;780*900*720;0,55;1;;175;132,54;;124;118;;59,32;5,25;924,76;191,86;;;YATAI;;;;186;136,61;30,92
292; ;;;881,8;;950;2,72;924,8;;;;47589;POLTRONA ANGOLARE SX SYMI COLOR GOLD/BROWN;CF56-8041;Left Corner sofa;N1233;PILLOW WITH ZIPPER. FABRIC COLOR: 801 WITH BROWN FINISHING;780*900*720;0,55;1;;175;132,54;;124;118;;59,32;5,25;924,76;191,86;;;YATAI;;;;186;136,61;30,92
293; ;;;1033,9;;1113,1;3,8;1072,3;;;;47592;POLTRONA ANGOLARE CX SYMI COLOR GOLD/BROWN;CF56-8061;Corner sofa;N1233;PILLOW WITH ZIPPER. FABRIC COLOR: 801 WITH BROWN FINISHING;900*900*720;0,63;1;;204;154,5;;108;103;;67,96;6,12;1072,26;222,46;;;YATAI;;;;220;161,51;30,55
294; ;;;721,1;;777;5,34;737,6;;;;47595;POLTRONA DIRITTA SYMI COLOR GOLD/BROWN;CF56-8071;Armless sofa;N1233;PILLOW WITH ZIPPER. FABRIC COLOR: 801 WITH BROWN FINISHING;650*900*720;0,45;1;;142;104,41;;151;144;;48,61;;737,57;153,02;;;YATAI;;;;152;108,57;31,77
295; ;;;600;;640,4;355,48;140,6;;;;;;CF56-8112;Tea table;;PILLOW WITH ZIPPER. FABRIC COLOR: 801 WITH BROWN FINISHING;900x900x300;0,27;1;;;0;;252;240;;29,17;;140,58;29,17;;;YATAI;;;;140;100;100
296; ;;;644,6;;703,2;400,14;140,6;;;;47598;SOFA' /TAVOLINO SIMY COLOR GOLD/BROWN CM. 90X90X30 H ;CF56-8112;Tea table including cushion and tempered glass;N1233;PILLOW WITH ZIPPER. FABRIC COLOR: 801 WITH BROWN FINISHING;900x900x300;0,27;1;;;0;;252;240;;29,17;0;140,58;29,17;;;YATAI;;;;153;109,29;100
297; ;;;;;438,4;4,51;419,5;;;;52550;SEDIA NUVOLA CON CUSCINO COLOR MADREPERLA;CF66-9313;ArmlessDining Chair;B1576BJ;dark cushion as attached picture;545*580*780;0,69;4;1220*900*630;91;66,91;;394;348;;20,11;;419,47;87,03;4;20;YATAI;;;;;0;23,11
298; ;;;;;438,4;4,51;419,5;;;;52551;SEDIA NUVOLA CON CUSCINO COLOR NERO;;;B1568BJ;;545*580*780;0,69;4;1220*900*630;91;66,91;;394;348;;20,11;;419,47;87,03;4;20;YATAI;;;;;0;23,11
299; ;;;;;455,4;3,5;440;;;;52560;SEDIA CON BRACCIOLI NUVOLA CON CUSCINO COLOR MADREPERLA;CF66-9301;Armrest Dining Chair;B1576BJ;;580*540*795;0,403;2;1200*600*560;92;67,65;;337;296;;23,65;;440,05;91,3;4;10;YATAI;;;;;0;25,9
300; ;;;;;455,4;3,5;440;;;;52561;SEDIA CON BRACCIOLI NUVOLA CON CUSCINO COLOR NERO;;;B1568BJ;;580*540*795;0,403;2;1200*600*560;92;67,65;;337;296;;23,65;;440,05;91,3;4;10;YATAI;;;;;0;25,9
301; ;;;;;1063,9;-17,32;1286,8;;;;52580;TAVOLO TONDO NUVOLA COLOR MADREPERLA CM 115X101X71 H;CF66-9341;Round Dining Table;B1576BJ;including 15MM dark glass as picture;1150*1010*710;0,511;0,5;700*700*740 1220*1220*100;283;214,33;;133;133;;52,63;8,49;1286,76;266,96;60;65;YATAI;;;;;6,06;19,71
302; ;;;;;1063,9;-17,32;1286,8;;;;52581;TAVOLO TONDO NUVOLA COLOR NERO CM 115X101X71 H;;;B1568BJ;;1150*1010*710;0,511;0,5;700*700*740 1220*1220*100;283;214,33;;133;133;;52,63;8,49;1286,76;266,96;60;65;YATAI;;;;;6,06;19,71
303; ;;;;;2101,9;-8,61;2300;;;;52590;TAVOLO OVALE NUVOLA COLOR MADREPERLA CM 178X107X71 H;CF66-9346;ellipseDining Table;B1576BJ;;1780*1070*710;1,624;0,5;1800*1090*730 1800x1070x100;399;302,18;;42;40;;175;11,97;2300,03;477,18;80;85;YATAI;;;;;8,55;36,67
304; ;;;;;2101,9;-8,61;2300;;;;52591;TAVOLO OVALE NUVOLA COLOR NERO CM 178X107X71 H;;;B1568BJ;;1780*1070*710;1,624;0,5;1800*1090*730 1800x1070x100;399;302,18;;42;40;;175;11,97;2300,03;477,18;80;85;YATAI;;;;;8,55;36,67
305; ;;;;;1405,8;3,66;1356,2;;;;52570;LETTINO NUVOLA COLOR MADREPERLA;CF66-9541;Lounge;B1576BJ; dark cushion and pillow as picture ; 2100*900*490;0,994;1;2120*920*510;224;164,71;;68;60;;116,67;;1356,22;281,37;15;18;YATAI;;;;;0;41,46
306; ;;;;;1405,8;3,66;1356,2;;;;52571;LETTINO NUVOLA COLOR NERO;;;B1568BJ;; 2100*900*490;0,994;1;2120*920*510;224;164,71;;68;60;;116,67;;1356,22;281,37;15;18;YATAI;;;;;0;41,46
307; ;;;;;2788,8;2,45;2722,2;;;;52600;DIVANO SX NUVOLA COLOR MADREPERLA;CF66-9566;Chaise;B1576BJ;seat cushion: black back cushion: 2 grey /1 black 3 pillows: 1 grey - 1 black - 1 white;1740*1220*840;1,973;1;1760*1280*860;461;338,97;;34;31;;225,81;;2722,23;564,78;35;40;YATAI;;;;;0;39,98
308; ;;;;;2788,8;2,45;2722,2;;;;52601;DIVANO SX NUVOLA COLOR NERO;;;B1568BJ;;1740*1220*840;1,973;1;1760*1280*860;461;338,97;;34;31;;225,81;;2722,23;564,78;35;40;YATAI;;;;;0;39,98
309; ;;;;;2788,8;2,45;2722,2;;;;52610;DIVANO DX NUVOLA COLOR MADREPERLA;CF66-9567;Chaise;B1576BJ;;1740*1220*840;1,973;1;1760*1280*860;461;338,97;;34;31;;225,81;;2722,23;564,78;35;40;YATAI;;;;;0;39,98
310; ;;;;;2788,8;2,45;2722,2;;;;52611;DIVANO DX NUVOLA COLOR NERO;;;B1568BJ;;1740*1220*840;1,973;1;1760*1280*860;461;338,97;;34;31;;225,81;;2722,23;564,78;35;40;YATAI;;;;;0;39,98
311; ;;;;;591;0,75;586,6;;;;52620;TAVOLINO OVALE NUVOLA COLOR MADREPERLA CM 109X79X35 H;CF66-9121;ellipseTable;B1576BJ;dark glass;1095*790*350;0,3;0,5;880*595*40 1105*810*370;114;86,34;;227;198;;35,35;3,42;586,55;121,69;12;15;YATAI;;;;;2,44;29,05
312; ;;;;;591;0,75;586,6;;;;52621;TAVOLINO OVALE NUVOLA COLOR NERO CM 109X79X35 H;;;B1568BJ;;1095*790*350;0,3;0,5;880*595*40 1105*810*370;114;86,34;;227;198;;35,35;3,42;586,55;121,69;12;15;YATAI;;;;;2,44;29,05
313; ;;;;;245,7;-1,29;248,9;;;;52630;TAVOLINO TONDO NUVOLA COLOR MADREPERLA CM 49X45X49 H;CF66-9141;Tea Table;B1576BJ;dark glass;490*450*490;0,118;0,5;360*360*40 470*510*470;50;37,87;;576;508;;13,78;1,5;248,94;51,65;6;8;YATAI;;;;;1,07;26,68
314; ;;;;;245,7;-1,29;248,9;;;;52631;TAVOLINO TONDO NUVOLA COLOR NERO CM 46X45X49 H;;;B1568BJ;;490*450*490;0,118;0,5;360*360*40 470*510*470;50;37,87;;576;508;;13,78;1,5;248,94;51,65;6;8;YATAI;;;;;1,07;26,68
315; ;;;;;499,9;-16,6;599,4;;;;52640;VELA;CF66-9661;Screen - Aluminium frame, SS base, ;Sunproof fabric 100% olefin with zipper;;;;0,5;;151;124,35;;;;;;18,12;599,38;124,35;12;15;YATAI;;;;;12,94;0
316; ;;;;;;;;;;;63190;GAZEBO VERDI CM. 350X350 ;2358889;Juliette Gazebo w/ PVC poly fabric tiger powder coating;;;;;0,166;1550x260x110 mesh and frame x 2ctn, 150x60x2120 straight pole and top frame x 1 ctn, 340x250x110 connector x 1 ctn, 350x80x2120 bend pole and bar x 1ctn, 410x 510x260 fabric x 1 ctn;;0;;;300;;;0;0;0;;;DOLCEVITA;;;;;;0
317; ;;;;;;;;;;;;COLLEGAMENTO PER GAZEBO VERDI;700880;Juliette gazebo connector;;;;;;;8,08;6,65;;;;;;0,97;36,6;6,65;;;DOLCEVITA;;;;;;0
318; ;;;;;;;;;;;;GRONDAIA PER GAZEBO VERDI;700985;Juliette gazebo gutter Al w/poly fabric cream;;;;;;;17,96;14,79;;;;;;2,16;81,35;14,79;;;DOLCEVITA;;;;;;0
319; ;;;;;;;;;;;63110;SEDIA CON BRACCIOLI VERDI COLOR ANTRACITE CM. 55,5X50X86,5 H;5359959;Juliette armchair tiger powder coating;;;;;1;910x510x120;;0;;;1176;;;;0;0;;;DOLCEVITA;;;;;;0
320; ;;;;;;;;;;;63130;TAVOLO RETT. ALLUNGABILE VERDI COLOR ANTRACITE CM. 160/220X100X74 H;8358789;Juliette ext. table tiger powder coating;;;;;1;1650x1050x185;;0;;;198;;;;0;0;;;DOLCEVITA;;;;;;0
321; ;;;;;;;;;;;63100;SEDIA VERDI COLOR ANTRACITE CM. 55,5X50X86,5 H;9359859;Juliette chair tiger powder coating;;;;;1;910x510x120;;0;;;1176;;;;0;0;;;DOLCEVITA;;;;;;0
322; ;;;;;;;;;;;63150;LETTINO VERDI COLOR ANTRACITE CM. 200X74X52 H;7360159;Juliette Sunbed tiger powder coating;;;;;1;153x180x630;;0;;;412;;;;0;0;;;DOLCEVITA;;;;;;0
323; ;;;;;;;;;;;63170;TAVOLINO QUADRO VERDI COLOR ANTRACITE CM. 56X56X34 H;8360359;Juliette Low table tiger powder coating;;;;;1;600x600x100;;0;;;1898;;;;0;0;;;DOLCEVITA;;;;;;0
324; ;;;101,5;;111,6;7,72;103,6;;;;10110;BASE A 3 RAZZE CASTORE d. CM. 50X73 H PIANO MAX: d. CM. 80;BCI0401;Powder coating Cast-iron base Size: d.50*H73cm, top cross: d.45cm Column: d.76mm N.w.: 10.70 kgs ;;; ;;1;;21,05;15,94;;;900;;5,56;0,63;103,62;21,5;10,7;;TOPHINE;;;;21,2;15,59;25,84
325; ;;;114,8;;118,5;1,54;116,7;;;;10115;BASE A 4 RAZZE CASTORE d. CM. 62X73 H PIANO MAX: d. CM. 105/CM. 90X90 ;BCI0402;Powder coating Cast-iron base Size: d.62*H73cm, top cross: d.45cm Column: d.76mm N.w.: 13.35 kgs ;;; ;;1;;24,3;18,4;;;860;;5,81;0,73;116,73;24,22;13,35;;TOPHINE;;;;24,6;18,09;24,01
326; ;;;172,8;;178,4;0,79;177;;;;10120;BASE A 2+2 RAZZE CASTORE CM. 96X55X73 H PIANO MAX: CM. 150X90 ;BCI0407-1;Powder coating Cast-iron base Size: 96*55*H73cm, top cross: d.45cm Column: d.76mm N.w.: 18.50 kgs ;;; ;;1;;37,48;28,39;;;600;;8,33;1,12;176,99;36,72;18,5;;TOPHINE;;;;37,6;27,66;22,69
327; ;;;114,4;;118,2;-2,15;120,8;;;;10130;BASE TONDA SPICA CM. d.40X73 H PIANO MAX: CM. d.80;BCI01703-40;Powder coating steel base Cast iron chassis size:d.40*H73cm, top cross: d.45cm Column: d.76mm N.w.: 14.50 kgs ;;; ;;0,5;;26,48;20,05;;;1000;;5;0,79;120,76;25,05;14,5;;TOPHINE;;;;25,6;18,85;19,96
328; ;;;130,8;;135,3;3,92;130,2;;;;10135;BASE QUADRA SPICA CM 40X40X73 H PIANO MAX: CM. 80X80 ;BCI01701-40;Powder coating steel base Cast iron chassis size: 40*40*H73cm, top cross: d.45cm Column: 80*80mm N.w.: 17.70 kgs;;; ;;0,5;;28,32;21,45;;;900;;5,56;0,85;130,16;27;16,7;;TOPHINE;;;;29,5;21,68;20,57
329; ;;;141,4;;146,3;445,9;26,8;;;;10140;BASE QUADRA ALTA SPICA CM 40X40X110 H PIANO MAX: CM. 60X60;BCI01701-40 - C-H;Powder coating steel base Cast iron chassis size: 40*40*H110cm, top cross: d.45cm Column: 80*80mm N.w.: 17.70 kgs;;; ;;0,5;;;0;;;900;;5,56;0;26,78;5,56;18,2;;TOPHINE;;;;32,5;23,21;100
330; ;;;194;;200,5;-0,55;201,6;;;;10150;BASE RETTANGOLARE SPICA CM. 40X60X73 H PIANO MAX: CM. 120X80;BCI01701-40x60;Powder coating steel base Steel iron chassis size: 40*60*H73cm, top cross: d.45cm Column: 80*80mm N.w.: 24.30 kgs ;;; ;;0,5;;44,23;33,5;;;600;;8,33;1,33;201,63;41,83;24,3;;TOPHINE;;;;43,6;32,09;19,92
331; ;;;240,8;;249,9;4,82;238,4;;;;10160;BASE QUADRA SIRIO CM. 40X40X73 H PIANO MAX: CM. 80X80 ;BSS01701-40;#304 Stainless steel base, N.w.: 18.50kgs Steel iron chassis size:40*40*H73cm, top cross: d.45cm Column: 80*80mm ;;; ;;0,5;;58,7;44,46;;;1000;;5;1,76;238,38;49,46;;;TOPHINE;;;;61,4;45,12;10,11
332; ;;;279;;289,6;3,28;280,4;;;;10165;BASE QUADRA ALTA SIRIO CM 40X40X73 H PIANO MAX: CM 80X80 ;BSS01701-40-S-H;#304 Stainless steel base, N.w.: 18.50kgs Steel iron chassis size:40*40*H110cm, top cross: d.45cm Column: 80*80mm ;;; ;;0,5;;70,2;53,17;;;1000;;5;2,11;280,36;58,17;;;TOPHINE;;;;72,2;53,08;8,6
333; ;;;229,5;;238,1;6,11;224,4;;;;10170;BASE TONDA SIRIO d. CM. 40X73 H PIANO MAX: d. CM. 80 ;BSS01703-40;#304 stainless steel table base, N.w.: 15.00 kgs Steel iron chassis Size: d.40*H73cm, top cross: d.45cm Column: d.76mm ;;; ;;0,5;;54,88;41,56;;;1000;;5;1,65;224,44;46,56;;;TOPHINE;;;;58,2;42,75;10,74
334; ;;;317,5;;329,4;857,56;34,4;;;;10175;BASE RETTANGOLARE SIRIO CM 40X60X73 H PIANO MAX: CM 120X80 ;BSS01701-40*60;#304 stainless steel table base, N.w.: 24.30kgs Steel iron chassis Size: 40*60*H73cm, top cross: d.45cm Column: 80*80mm ;;; ;;0,5;;;0;;;700;;7,14;0;34,43;7,14;;;TOPHINE;;;;80,2;57,29;100
335; ;;;362,3;;376,2;-5,33;397,4;;;;10185;BASE QUADRA REGOLO CM 40X40X73/110 H PIANO MAX: CM 60X60;BSS98102-40-110 40*40*H73/110 ;#304 Stainless steel base, N.w.: kgs Steel iron chassis size:40*40*H73/110cm, top cross: d.25cm Column: 80*80mm,column with air pump ;;; ;;0,5;;100,61;76,2;;;800;;6,25;3,02;397,4;82,45;;;TOPHINE;;;;94,1;69,37;7,58
336; ;;;258,1;;266,6;2,3;260,6;;;;10195;BASE RIBALTABILE VEGA d. CM 65X73 H PIANO MAX: d. CM 100/CM 80X80 ;B99291-1;#304 Stainless steel table base, N.w.: 5,40 kgs Size: d.68*H71cm, top cross: FP4 cross d.45,5cm foldable system Column: d.76 mm ;;; ;;1;;54,88;41,56;;;400;;12,5;1,65;260,59;54,06;5,4;;TOPHINE;;;;56,1;41,25;23,12
337; ;;;118,1;;122;-1,13;123,4;;;;10205;BASE A 3 RAZZE ANTARES d. CM 58X71 H PIANO MAX: d. CM 80 ;BAM0405;Alu. table base, N.w.:2,90 kgs size: d.58*H71cm, top cross: d.48cm Column: d.60*1.5mm with 3 kgs heavy parts ;;; ;;1;;26,47;20,05;;;900;;5,56;0,79;123,4;25,6;;;TOPHINE;;;;25,9;19,07;21,7
338; ;;;129,6;;133,8;-6,24;142,7;;;;10210;BASE A 4 RAZZE ANTARES d. CM 66X71 H PIANO MAX: d. CM 110/CM 90X90 ;BAM0406;Alu. table base, N.w.: 3,20 kgs size: d.66*H71cm, top cross: d.48cm Column: d.60*1.5mm with 4 kgs heavy parts;;; ;;1;;30,84;23,36;;;800;;6,25;0,93;142,7;29,61;;;TOPHINE;;;;28,2;20,8;21,11
339; ;;;142,7;;147,3;-5,21;155,4;;;;10215;BASE A 4 RAZZE ALTA ANTARES d. CM 66X110 H PIANO MAX: d. CM 60/CM 60X60 ;BAM0406-H;Alu. table base, N.w.:3,20 kgs size: d.66*110 cm, top cross: d.48cm Column: d.60*1.5mm with 4 kgs heavy parts;;; ;;1;;33,13;25,09;;;700;;7,14;0,99;155,37;32,23;;;TOPHINE;;;;30,7;22,64;22,16
340; ;;;202;;208,5;-6,33;222,6;;;;10220;BASE A 2+2 RAZZE ANTARES CM 108X60X71H PIANO MAX: CM 140X90 ;BAM10604;Alu. table base, N.w.: kgs size: 108*60*H71cm, top cross: d.48cm Column: d.60*1.5mm with 4 kgs heavy parts ;;; ;;1;;47,78;36,19;;;500;;10;1,43;222,62;46,19;;;TOPHINE;;;;43,6;32,17;21,65
341; ;;;130,8;;135,7;920,3;13,3;;;;10400;PIANO TAVOLO IN TEAK d. CM 60 ;WT0401;Teak wood table top Edge and main structure batten thickness 22mm ;;;Size: d.60cm;;1;;;0;;;1818;;2,75;0;13,26;2,75;;;TOPHINE;;;;33,3;23,79;100
342; ;;;210,9;;218,8;843,1;23,2;;;;10402;PIANO TAVOLO IN TEAK d. CM 80 ;WT0401;Teak wood table top Edge and main structure batten thickness 22mm ;;;Size: d.80cm;;1;;;0;;;1040;;4,81;0;23,17;4,81;;;TOPHINE;;;;53,2;38;100
343; ;;;162,2;;168,4;1166,17;13,3;;;;10410;PIANO TAVOLO IN TEAK CM 60X60;WT0403;Teak wood table top Edge and main structure batten thickness 22mm ;;;Size: 60*60cm;;1;;;0;;;1818;;2,75;0;13,26;2,75;;;TOPHINE;;;;42,2;30,14;100
344; ;;;252,6;;262,2;1030,17;23,2;;;;10412;PIANO TAVOLO IN TEAK CM 80X80;WT0403;Teak wood table top Edge and main structure batten thickness 22mm ;;;Size: 80*80cm;;1;;;0;;;1040;;4,81;0;23,17;4,81;;;TOPHINE;;;;65;46,43;100
345; ;;;360,7;;374,5;1135,97;30,3;;;;10418;PIANO TAVOLO IN TEAK CM 120X80;WT0411;Teak wood table top Edge and main structure batten thickness 22mm;;;Size: 120*80cm;;1;;;0;;;795;;6,29;0;30,31;6,29;;;TOPHINE;;;;93,6;66,86;100
346; ;;;149,3;;154,4;426,96;29,3;;;;10450;PIANO TAVOLO IN MOSAICO DI MARMO CM 60X60;size:60*60cm;Marble mosaic table top;;;size: 60*60cm;;1;;;0;;;822;;6,08;0;29,32;6,08;;;TOPHINE;;;;34;24,29;100
